"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1101247325740191744","https://twitter.com/gerardtieng/status/1101247325740191744","@retrophilion https://t.co/zUbzokOTO7","2019-02-28 22:26 +0000","252.0","1.0","0.003968253968253968","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101246799233384451","https://twitter.com/gerardtieng/status/1101246799233384451","@retrophilion Join me and together we can rule this galaxy, Phil. https://t.co/Eip5GRN7r2","2019-02-28 22:24 +0000","263.0","2.0","0.0076045627376425855","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101242871607369729","https://twitter.com/gerardtieng/status/1101242871607369729","a complete master at my craft https://t.co/u00QyI9bsQ","2019-02-28 22:08 +0000","199.0","16.0","0.08040201005025126","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101242209494536194","https://twitter.com/gerardtieng/status/1101242209494536194","I'm currently at 7,000 tweets and I can't wait to use this GIF some time in the near future. https://t.co/vdCFuOMTE3","2019-02-28 22:06 +0000","496.0","18.0","0.036290322580645164","0.0","2.0","3.0","9.0","0.0","0.0","3.0","0.0","0","0","0","0","0","57","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101174780240248833","https://twitter.com/gerardtieng/status/1101174780240248833","@PatrickAArevalo @Katatoniq https://t.co/lwB6aPEPza","2019-02-28 17:38 +0000","104.0","6.0","0.057692307692307696","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101169856349646848","https://twitter.com/gerardtieng/status/1101169856349646848","@SondreLerche @timheidecker @johncreillywtf @LargoLosAngeles And awesome https://t.co/BFWGXnffQ8","2019-02-28 17:18 +0000","105.0","1.0","0.009523809523809525","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","36","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1101102828452528128","https://twitter.com/gerardtieng/status/1101102828452528128","@Tannitalu https://t.co/qQd3z15LJ6","2019-02-28 12:52 +0000","33.0","2.0","0.06060606060606061","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","11","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1100951467324772352","https://twitter.com/gerardtieng/status/1100951467324772352","@BrianPShea HBD dood! 🎂","2019-02-28 02:50 +0000","21.0","2.0","0.09523809523809523","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1100950028162605059","https://twitter.com/gerardtieng/status/1100950028162605059","This is clearly a case of a guy who is clearly moved but doesn’t know how to express himself but bro.","2019-02-28 02:45 +0000","140.0","7.0","0.05","0.0","0.0","1.0","2.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1100851404959346688","https://twitter.com/gerardtieng/status/1100851404959346688","@jennbojones @PatrickAArevalo https://t.co/hDBlnsiP5h","2019-02-27 20:13 +0000","100.0","5.0","0.05","0.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","5","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1100805308509675521","https://twitter.com/gerardtieng/status/1100805308509675521","@ThatBShar @xCaliGrrlx Front row just left of the catwalk! So good.","2019-02-27 17:10 +0000","34.0","1.0","0.029411764705882353","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
