"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1091095912330551297","https://twitter.com/gerardtieng/status/1091095912330551297","@JonathanBice77 https://t.co/wXF61ipAc5","2019-01-31 22:08 +0000","312.0","1.0","0.003205128205128205","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","9","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1091057556506722305","https://twitter.com/gerardtieng/status/1091057556506722305","Nobody asked for Cool Ranch Doritos like nobody asked for the second verse of the Friends theme song.","2019-01-31 19:36 +0000","547.0","7.0","0.012797074954296161","0.0","2.0","1.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1091026622105509888","https://twitter.com/gerardtieng/status/1091026622105509888","@LAValiant @SeoulDynasty @Spitfire 👁👁","2019-01-31 17:33 +0000","140.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090784520847220736","https://twitter.com/gerardtieng/status/1090784520847220736","@jennbojones https://t.co/alE3oViCC1","2019-01-31 01:31 +0000","181.0","1.0","0.0055248618784530384","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","8","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090783481192501249","https://twitter.com/gerardtieng/status/1090783481192501249","@jennbojones Welcome to #TeamSCUF.","2019-01-31 01:27 +0000","205.0","2.0","0.00975609756097561","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090751964881788928","https://twitter.com/gerardtieng/status/1090751964881788928","Geometry Wars. https://t.co/pkhSGhNH8Y","2019-01-30 23:21 +0000","158.0","1.0","0.006329113924050633","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090691465171402753","https://twitter.com/gerardtieng/status/1090691465171402753","Everyone: Gerard, don't do this to yourself.

Me: https://t.co/WMj8lRnRW1","2019-01-30 19:21 +0000","403.0","1.0","0.0024813895781637717","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","22","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090633897707220992","https://twitter.com/gerardtieng/status/1090633897707220992","@nitefangart Nice nice","2019-01-30 15:32 +0000","112.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090632821188804608","https://twitter.com/gerardtieng/status/1090632821188804608","ok, but legit...see you there!","2019-01-30 15:28 +0000","100.0","2.0","0.02","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090632304173740033","https://twitter.com/gerardtieng/status/1090632304173740033","Join more than 600 social insights leaders from the world's largest brands and agencies at NYK Chicago. Tickets on sale now: https://t.co/8YrjI99xYC https://t.co/E15oCBPNir","2019-01-30 15:26 +0000","194.0","7.0","0.03608247422680412","0.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090626564457410560","https://twitter.com/gerardtieng/status/1090626564457410560","@hellohappy_time The Man With Two Brains! https://t.co/SepacuiCOG","2019-01-30 15:03 +0000","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1090469595654295553","https://twitter.com/gerardtieng/status/1090469595654295553","Turns out I have very deep opinions about pizza (and by deep I mean deep-dish).

🍕 
🍕 
👇

https://t.co/f4OM7s6wQP","2019-01-30 04:39 +0000","189.0","6.0","0.031746031746031744","0.0","1.0","1.0","2.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
