"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1200881976485396480","https://twitter.com/gerardtieng/status/1200881976485396480","@JohnAratan @markeiamccarty Happy Honda Days!","2019-11-30 20:59 +0000","205.0","3.0","0.014634146341463415","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1200557904723492864","https://twitter.com/gerardtieng/status/1200557904723492864","@mistermegative Ace Attorney https://t.co/Ke3VkP9LqN","2019-11-29 23:31 +0000","26.0","2.0","0.07692307692307693","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","6","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1200557778927935489","https://twitter.com/gerardtieng/status/1200557778927935489","@mistermegative Undertale, 
Katamari, 
Rock Band, 
Tetris,
Pokémon Snap","2019-11-29 23:30 +0000","35.0","1.0","0.02857142857142857","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1200190276997746688","https://twitter.com/gerardtieng/status/1200190276997746688","@ericwilborn https://t.co/nrxk0S7Ey7","2019-11-28 23:10 +0000","38.0","1.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","10","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1200187535437074434","https://twitter.com/gerardtieng/status/1200187535437074434","It’s not #Thanksgiving until someone at the table says “you’re embarrassing yourself”.","2019-11-28 22:59 +0000","315.0","14.0","0.044444444444444446","0.0","1.0","6.0","2.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1199985168657739777","https://twitter.com/gerardtieng/status/1199985168657739777","I am what I am. https://t.co/oJfKv4NyyA https://t.co/CYaXyUO1ph","2019-11-28 09:35 +0000","232.0","22.0","0.09482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","22","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1199929477087645702","https://twitter.com/gerardtieng/status/1199929477087645702","@IWriteAllDay_ Lol the peace we outta here skit","2019-11-28 05:54 +0000","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1199920618268844032","https://twitter.com/gerardtieng/status/1199920618268844032","@GoldieChan I need to eat that! https://t.co/TkOzN8fYQr","2019-11-28 05:19 +0000","103.0","3.0","0.02912621359223301","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","12","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1199008564058058752","https://twitter.com/gerardtieng/status/1199008564058058752","@THEKyleMoffatt @JackBox Mission accomplished. https://t.co/odfA0RWe0Q","2019-11-25 16:54 +0000","63.0","1.0","0.015873015873015872","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","11","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1198834504254640128","https://twitter.com/gerardtieng/status/1198834504254640128",".@JackBox tacos with ketchup can sometimes go toe-to-toe with truck tacos when I’m in the mood. https://t.co/3hMl89sY3W","2019-11-25 05:23 +0000","400.0","1.0","0.0025","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
