"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1123322683029110784","https://twitter.com/gerardtieng/status/1123322683029110784","The Guile Theme really *does* go with everything. #SonicMovie #SonicBoom https://t.co/8BYMIuY9N0","2019-04-30 20:26 +0000","720.0","38.0","0.05277777777777778","1.0","0.0","2.0","0.0","0.0","1.0","4.0","0.0","0","0","0","0","0","105","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123278227873468416","https://twitter.com/gerardtieng/status/1123278227873468416","@steinekin https://t.co/H0NsfDGqbS","2019-04-30 17:29 +0000","180.0","16.0","0.08888888888888889","0.0","0.0","2.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123249251549679622","https://twitter.com/gerardtieng/status/1123249251549679622","If #SonicMovie becomes the #AceVentura Threequel we never got or kickstarts the Ace Ventura Threequel we never got, then I'm here for it. https://t.co/KMsAhuOwm7","2019-04-30 15:34 +0000","3447.0","42.0","0.012184508268059183","0.0","0.0","14.0","0.0","0.0","6.0","4.0","0.0","0","0","0","0","0","1455","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123228572037124096","https://twitter.com/gerardtieng/status/1123228572037124096","@trellar Gotta go fast.","2019-04-30 14:12 +0000","49.0","4.0","0.08163265306122448","0.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123222718801940480","https://twitter.com/gerardtieng/status/1123222718801940480","Friends don’t let friends eat Cool Ranch Doritos. #themoreyouknow https://t.co/vxMplr2e0W","2019-04-30 13:48 +0000","256.0","8.0","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123065606197190656","https://twitter.com/gerardtieng/status/1123065606197190656","@timturi It’s 2019 and I can’t believe this is my first documented encounter of a BHN gif.","2019-04-30 03:24 +0000","523.0","13.0","0.0248565965583174","0.0","0.0","3.0","1.0","0.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1123064840745095171","https://twitter.com/gerardtieng/status/1123064840745095171","@SuperBentendo Nothing says ‘90s like Sonic and Jim Carrey. Maybe, it’ll be OK? https://t.co/qFPveLz8CO","2019-04-30 03:21 +0000","95.0","1.0","0.010526315789473684","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1122990764856836096","https://twitter.com/gerardtieng/status/1122990764856836096","@ItsJenVar @chrismixel I heard someone was in need of shitty jokes? https://t.co/WwshZjM38p","2019-04-29 22:27 +0000","104.0","5.0","0.04807692307692308","0.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","1","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1122972041269870594","https://twitter.com/gerardtieng/status/1122972041269870594","Here for it. https://t.co/7PlQULbciE","2019-04-29 21:12 +0000","187.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1122971999582720007","https://twitter.com/gerardtieng/status/1122971999582720007","@MoltenSlowa @play_rune 🙌🙌🙌🙌🙌 oh yes.","2019-04-29 21:12 +0000","54.0","3.0","0.05555555555555555","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1122961910436192257","https://twitter.com/gerardtieng/status/1122961910436192257","this, but doritos....again https://t.co/VzWF2Mr5CT","2019-04-29 20:32 +0000","317.0","1.0","0.0031545741324921135","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1122627985864036352","https://twitter.com/gerardtieng/status/1122627985864036352","@alyssalday @KimsConvenience We out here. https://t.co/JejjV4CDYB","2019-04-28 22:25 +0000","142.0","3.0","0.02112676056338028","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","30","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
